Counts: 	19779	19779	25	0	0	0	3	4779	903	1	4	0	0	12190	25	2	2	1	213	
Q7QCK2	TCTP_ANOGA	Anopheles gambiae						Q7QCK2;						7165.AGAP002667-PA;						
Q7Q5Z3	TRM5_ANOGA	Anopheles gambiae						Q7Q5Z3;						7165.AGAP006124-PA;					SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_03152}.	
Q7Q2P7	TRMB_ANOGA	Anopheles gambiae							Q7Q2P7;					7165.AGAP004752-PA;						
Q7PRA4	TTC30_ANOGA	Anopheles gambiae												7165.AGAP002877-PA;						
Q7PZK5	TULP_ANOGA	Anopheles gambiae						Q7PZK5;						7165.AGAP011959-PA;						
Q7QG28	TWF_ANOGA	Anopheles gambiae						Q7QG28;	Q7QG28;					7165.AGAP003716-PA;					SUBUNIT: Interacts with G-actin; ADP-actin form. {ECO:0000250}.	
Q7PND3	UFC1_ANOGA	Anopheles gambiae						Q7PND3;	Q7PND3;					7165.AGAP008099-PA;						
Q7PXE2	UFM1_ANOGA	Anopheles gambiae						Q7PXE2;	Q7PXE2;					7165.AGAP001364-PA;						
Q7Q6I6	URM1_ANOGA	Anopheles gambiae						Q7Q6I6;						7165.AGAP005823-PA;						
Q7QJ33	WDR12_ANOGA	Anopheles gambiae						Q7QJ33;						7165.AGAP007244-PA;						
Q7Q6B5	WIBG_ANOGA	Anopheles gambiae							Q7Q6B5;					7165.AGAP005936-PA;					SUBUNIT: Interacts (via N-terminus) with mago and tsu/Y14; the interaction is direct. {ECO:0000250}.	
Q7Q297	WSCD_ANOGA	Anopheles gambiae												7165.AGAP003962-PA;						
A7UVN1	WUHO_ANOGA	Anopheles gambiae						A7UVN1;						7165.AGAP001406-PA;					SUBUNIT: Forms a heterodimer with the catalytic subunit. {ECO:0000255|HAMAP-Rule:MF_03056}.	
Q7PYU6	ZGPAT_ANOGA	Anopheles gambiae												7165.AGAP002111-PA;						
P34834	ATP6_ANOGA	Anopheles gambiae						P34834;											SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.	
P34838	COX1_ANOGA	Anopheles gambiae						P34838;	P34838;											
P34844	CYB_ANOGA	Anopheles gambiae						P34844;	P34844;										SUBUNIT: The main subunits of complex b-c1 are: cytochrome b, cytochrome c1 and the Rieske protein. {ECO:0000250}.	
Q7QG73	AP2A_ANOGA	Anopheles gambiae						Q7QG73;	Q7QG73;					7165.AGAP009538-PA;					SUBUNIT: Adaptor protein complex 2 (AP-2) is a heterotetramer composed of two large adaptins (alpha-type and beta-type subunits), a medium adaptin (mu-type subunit AP50) and a small adaptin (sigma-type subunit AP17). {ECO:0000250}.	
Q7Q0Q1	MCM6_ANOGA	Anopheles gambiae												7165.AGAP010219-PA;					SUBUNIT: Component of the Mcm2-7 complex. The complex forms a toroidal hexameric ring with the proposed subunit order Mcm2-Mcm6-Mcm4-Mcm7-Mcm3-Mcm5 (By simililarity). The heterodimers of Mcm4/Mcm6 and Mcm3/Mcm5 interact with Mcm2 and Mcm7 (By similarity). {ECO:0000250}.	
Q7PY41	MOCS3_ANOGA	Anopheles gambiae						Q7PY41;						7165.AGAP001737-PA;						
Q7PX35	NCBP1_ANOGA	Anopheles gambiae							Q7PX35;					7165.AGAP001195-PA;					SUBUNIT: Component of the nuclear cap-binding complex (CBC), a heterodimer composed of Cbp80 and Cbp20 that interacts with m7GpppG-capped RNA. {ECO:0000250}.	
Q7PXU6	RU1C_ANOGA	Anopheles gambiae							Q7PXU6;					7165.AGAP001584-PA;					SUBUNIT: Component of the U1 snRNP particle, a subcomplex of the spliceosome. U1 snRNP is composed of the 7 core Sm proteins B/B', D1, D2, D3, E, F and G common to all spliceosomal snRNPs, and at least 3 particle-specific proteins U1-70K, U1-A and U1-C. U1-C interacts with U1 snRNA and the 5' splice-site region of the pre-mRNA. {ECO:0000255|HAMAP-Rule:MF_03153}.	
Q5TTG1	VATA_ANOGA	Anopheles gambiae						Q5TTG1;						7165.AGAP003153-PA;					SUBUNIT: V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex (main components: subunits A, B, C, D, E, and F) attached to an integral membrane V0 proton pore complex (main component: the proteolipid protein).	
P82290	CECA_ANOGA	Anopheles gambiae																		
P34850	NU3M_ANOGA	Anopheles gambiae						P34850;												
P34858	NU4LM_ANOGA	Anopheles gambiae																		
P34856	NU6M_ANOGA	Anopheles gambiae																		
Q7PRH1	AKTIP_ANOGA	Anopheles gambiae						Q7PRH1;						7165.AGAP010478-PA;						
Q7PZ96	CCD22_ANOGA	Anopheles gambiae												7165.AGAP011801-PA;						
Q7PQ25	CCDCX_ANOGA	Anopheles gambiae												7165.AGAP005037-PA;						
Q7QHP6	EMRE_ANOGA	Anopheles gambiae												7165.AGAP011291-PA;						
Q7PYQ5	FAM50_ANOGA	Anopheles gambiae												7165.AGAP002062-PA;						
Q17040	G12_ANOGA	Anopheles gambiae												7165.AGAP006187-PA;						
Q7PRB8	INT3_ANOGA	Anopheles gambiae												7165.AGAP002539-PB;						
Q7Q9F6	KTU_ANOGA	Anopheles gambiae												7165.AGAP005250-PA;						
Q5TW90	MAB21_ANOGA	Anopheles gambiae												7165.AGAP001034-PA;						
Q7QHX4	MB21L_ANOGA	Anopheles gambiae												7165.AGAP001033-PA;						
Q7Q5R5	MED10_ANOGA	Anopheles gambiae												7165.AGAP006248-PA;					SUBUNIT: Component of the Mediator complex. {ECO:0000250}.	
Q5TP13	MED15_ANOGA	Anopheles gambiae												7165.AGAP009886-PA;					SUBUNIT: Component of the Mediator complex. {ECO:0000250}.	
Q7PVZ2	MED17_ANOGA	Anopheles gambiae												7165.AGAP009141-PA;					SUBUNIT: Component of the Mediator complex. {ECO:0000250}.	
Q7QGX9	MED18_ANOGA	Anopheles gambiae												7165.AGAP010936-PA;					SUBUNIT: Component of the Mediator complex. {ECO:0000250}.	
Q7Q6Y4	MED20_ANOGA	Anopheles gambiae												7165.AGAP005604-PA;					SUBUNIT: Component of the Mediator complex. {ECO:0000250}.	
Q7PTL0	MED21_ANOGA	Anopheles gambiae												7165.AGAP002247-PA;					SUBUNIT: Component of the Mediator complex. {ECO:0000250}.	
Q7Q6D9	MED24_ANOGA	Anopheles gambiae												7165.AGAP005906-PA;					SUBUNIT: Component of the Mediator complex. {ECO:0000250}.	
Q7QCJ9	MED27_ANOGA	Anopheles gambiae												7165.AGAP002664-PA;					SUBUNIT: Component of the Mediator complex. {ECO:0000250}.	
Q7PUD7	MED29_ANOGA	Anopheles gambiae												7165.AGAP001237-PA;					SUBUNIT: Component of the Mediator complex. {ECO:0000250}.	
Q7PRB5	OPI10_ANOGA	Anopheles gambiae												7165.AGAP002426-PA;						
Q7Q0U1	RL38_ANOGA	Anopheles gambiae												7165.AGAP010163-PA;						
Q7PYH1	RM33_ANOGA	Anopheles gambiae												7165.AGAP001937-PA;						
Q7QBX2	RS14B_ANOGA	Anopheles gambiae						Q7QBX2;	Q7QBX2;					7165.AGAP002346-PA;						
Q9U9L1	RS17_ANOGA	Anopheles gambiae						Q9U9L1;						7165.AGAP004887-PA;						
Q7PH91	SMCO4_ANOGA	Anopheles gambiae																		
Q5TUF1	SRRT_ANOGA	Anopheles gambiae												7165.AGAP010382-PA;						
Q7PNC0	TMA7_ANOGA	Anopheles gambiae																		
Q7QBJ0	U483_ANOGA	Anopheles gambiae												7165.AGAP003155-PA;						
Q7PZ36	U518_ANOGA	Anopheles gambiae												7165.AGAP011705-PA;						
Q7PSY2	U729_ANOGA	Anopheles gambiae												7165.AGAP000931-PA;						
Q7Q373	UFL1_ANOGA	Anopheles gambiae												7165.AGAP007742-PA;						
P34836	ATP8_ANOGA	Anopheles gambiae																	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. {ECO:0000250}.	
Q8MUF3	CECC_ANOGA	Anopheles gambiae																		
Q17027	DEFI_ANOGA	Anopheles gambiae	2E3E;2E3F;2E3G;2NY8;2NY9;2NZ3;				2E3E;2E3F;2E3G;2NY8;2NY9;2NZ3;	Q17027;	Q17027;						NMR spectroscopy (6)	STRAND 68 73 {ECO:0000244|PDB:2E3G}.; STRAND 77 79 {ECO:0000244|PDB:2E3E}.; STRAND 90 93 {ECO:0000244|PDB:2E3E}.; STRAND 94 96 {ECO:0000244|PDB:2E3F}.; STRAND 98 100 {ECO:0000244|PDB:2E3E}.	HELIX 74 76 {ECO:0000244|PDB:2E3G}.; HELIX 80 85 {ECO:0000244|PDB:2E3E}.			
Q17017	FABP_ANOGA	Anopheles gambiae																		
Q5TU55	HPS5_ANOGA	Anopheles gambiae																		
A0SIF1	SNPF_ANOGA	Anopheles gambiae																		
Q6VAW7	Q6VAW7_ANOGA	Anopheles gambiae						Q6VAW7;						7165.AGAP011503-PA;						
A5A1S0	A5A1S0_ANOGA	Anopheles gambiae						A5A1S0;												
Q8MUQ7	Q8MUQ7_ANOGA	Anopheles gambiae						Q8MUQ7;	Q8MUQ7;					7165.AGAP009196-PA;						
F2YBE8	F2YBE8_ANOGA	Anopheles gambiae																		
F2YBE3	F2YBE3_ANOGA	Anopheles gambiae																		
J3U5U6	J3U5U6_ANOGA	Anopheles gambiae																		
L7RL70	L7RL70_ANOGA	Anopheles gambiae																		
J3W8H9	J3W8H9_ANOGA	Anopheles gambiae																		
L7ZER7	L7ZER7_ANOGA	Anopheles gambiae																		
L7RMZ3	L7RMZ3_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
L7RJB4	L7RJB4_ANOGA	Anopheles gambiae												7165.AGAP006421-PA;						
G8I253	G8I253_ANOGA	Anopheles gambiae																		
L7T5P8	L7T5P8_ANOGA	Anopheles gambiae																		
L7T6K6	L7T6K6_ANOGA	Anopheles gambiae												7165.AGAP007060-PA;						
B2G144	B2G144_ANOGA	Anopheles gambiae																		
L7T802	L7T802_ANOGA	Anopheles gambiae																		
B2FWM2	B2FWM2_ANOGA	Anopheles gambiae												7165.AGAP004455-PA;						
Q4JJU1	Q4JJU1_ANOGA	Anopheles gambiae												7165.AGAP002656-PA;						
Q8T5J8	Q8T5J8_ANOGA	Anopheles gambiae						Q8T5J8;						7165.AGAP001591-PA;						
L7RLF5	L7RLF5_ANOGA	Anopheles gambiae																		
B2G0J1	B2G0J1_ANOGA	Anopheles gambiae												7165.AGAP003396-PA;						
L7RJX9	L7RJX9_ANOGA	Anopheles gambiae												7165.AGAP006421-PA;						
L7RQY2	L7RQY2_ANOGA	Anopheles gambiae																		
L7T592	L7T592_ANOGA	Anopheles gambiae																		
B2G1W5	B2G1W5_ANOGA	Anopheles gambiae												7165.AGAP011518-PA;						
B2FWN4	B2FWN4_ANOGA	Anopheles gambiae												7165.AGAP004455-PA;						
B2G238	B2G238_ANOGA	Anopheles gambiae												7165.AGAP012408-PA;						
B2FYI5	B2FYI5_ANOGA	Anopheles gambiae												7165.AGAP010731-PA;						
B2G1Q0	B2G1Q0_ANOGA	Anopheles gambiae																		
B2FZC5	B2FZC5_ANOGA	Anopheles gambiae												7165.AGAP011326-PA;						
B2C7H0	B2C7H0_ANOGA	Anopheles gambiae																		
B2FYV8	B2FYV8_ANOGA	Anopheles gambiae												7165.AGAP010833-PA;						
B2FV74	B2FV74_ANOGA	Anopheles gambiae						B2FV74;						7165.AGAP000099-PA;						
L7RH86	L7RH86_ANOGA	Anopheles gambiae																		
L7RLS5	L7RLS5_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
L7RPN1	L7RPN1_ANOGA	Anopheles gambiae																		
A4GSH0	A4GSH0_ANOGA	Anopheles gambiae												7165.AGAP002630-PA;						
B2FYD9	B2FYD9_ANOGA	Anopheles gambiae												7165.AGAP010423-PA;						
B2FYH4	B2FYH4_ANOGA	Anopheles gambiae												7165.AGAP010731-PA;						
F2Y0C5	F2Y0C5_ANOGA	Anopheles gambiae																		
L7T8R0	L7T8R0_ANOGA	Anopheles gambiae																		
L7ZF61	L7ZF61_ANOGA	Anopheles gambiae																		
L7T646	L7T646_ANOGA	Anopheles gambiae																		
B2FXU4	B2FXU4_ANOGA	Anopheles gambiae												7165.AGAP008364-PA;						
B6CA21	B6CA21_ANOGA	Anopheles gambiae																		
A5A1G4	A5A1G4_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
D3KAG7	D3KAG7_ANOGA	Anopheles gambiae																		
Q6VFB7	Q6VFB7_ANOGA	Anopheles gambiae						Q6VFB7;						7165.AGAP005246-PA;						
L7RGD9	L7RGD9_ANOGA	Anopheles gambiae																		
Q5PTA1	Q5PTA1_ANOGA	Anopheles gambiae						Q5PTA1;						7165.AGAP004707-PA;						
L7RSL9	L7RSL9_ANOGA	Anopheles gambiae												7165.AGAP006974-PA;						
B2G189	B2G189_ANOGA	Anopheles gambiae												7165.AGAP007050-PA;						
F5HJK5	F5HJK5_ANOGA	Anopheles gambiae																		
L7RPF4	L7RPF4_ANOGA	Anopheles gambiae												7165.AGAP006421-PA;						
B2C743	B2C743_ANOGA	Anopheles gambiae												7165.AGAP006747-PA;						
B2FYH5	B2FYH5_ANOGA	Anopheles gambiae												7165.AGAP010731-PA;						
L7RNF0	L7RNF0_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
C0L2J9	C0L2J9_ANOGA	Anopheles gambiae						C0L2J9;												
L7RTG6	L7RTG6_ANOGA	Anopheles gambiae																		
Q699F8	Q699F8_ANOGA	Anopheles gambiae						Q699F8;						7165.AGAP010857-PA;						
Q6VFC3	Q6VFC3_ANOGA	Anopheles gambiae						Q6VFC3;						7165.AGAP012938-PA;						
C6JWS6	C6JWS6_ANOGA	Anopheles gambiae												7165.AGAP001388-PA;						
D3KAN1	D3KAN1_ANOGA	Anopheles gambiae												7165.AGAP012352-PA;						
L7ZEX6	L7ZEX6_ANOGA	Anopheles gambiae																		
Q6VFB9	Q6VFB9_ANOGA	Anopheles gambiae						Q6VFB9;						7165.AGAP005246-PA;						
L7RS70	L7RS70_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
B2G0Y7	B2G0Y7_ANOGA	Anopheles gambiae						B2G0Y7;						7165.AGAP006186-PC;						
F2YBF9	F2YBF9_ANOGA	Anopheles gambiae																		
L7RPI2	L7RPI2_ANOGA	Anopheles gambiae																		
L7T6F2	L7T6F2_ANOGA	Anopheles gambiae																		
Q1W3I1	Q1W3I1_ANOGA	Anopheles gambiae																		
B2FVS3	B2FVS3_ANOGA	Anopheles gambiae																		
L7TB79	L7TB79_ANOGA	Anopheles gambiae																		
B2FWA4	B2FWA4_ANOGA	Anopheles gambiae												7165.AGAP003251-PA;						
L7RK34	L7RK34_ANOGA	Anopheles gambiae												7165.AGAP006421-PA;						
L7T5G1	L7T5G1_ANOGA	Anopheles gambiae																		
B2FY25	B2FY25_ANOGA	Anopheles gambiae												7165.AGAP009213-PA;						
C6JX52	C6JX52_ANOGA	Anopheles gambiae												7165.AGAP003205-PA;						
Q5PTB7	Q5PTB7_ANOGA	Anopheles gambiae						Q5PTB7;						7165.AGAP004707-PA;						
F2Y0F1	F2Y0F1_ANOGA	Anopheles gambiae																		
D2SU82	D2SU82_ANOGA	Anopheles gambiae												7165.AGAP006343-PA;						
B2FZB0	B2FZB0_ANOGA	Anopheles gambiae																		
L7RHP9	L7RHP9_ANOGA	Anopheles gambiae																		
Q8T6R3	Q8T6R3_ANOGA	Anopheles gambiae						Q8T6R3;						7165.AGAP008051-PA;						
B2FYD7	B2FYD7_ANOGA	Anopheles gambiae												7165.AGAP010423-PA;						
L7RNQ2	L7RNQ2_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
L7RMY9	L7RMY9_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
L7T873	L7T873_ANOGA	Anopheles gambiae																		
L7RJ30	L7RJ30_ANOGA	Anopheles gambiae												7165.AGAP006421-PA;						
B6C9Z9	B6C9Z9_ANOGA	Anopheles gambiae																		
B6C9Z7	B6C9Z7_ANOGA	Anopheles gambiae																		
H9CXW8	H9CXW8_ANOGA	Anopheles gambiae																		
L7RPL4	L7RPL4_ANOGA	Anopheles gambiae																		
F2YBI5	F2YBI5_ANOGA	Anopheles gambiae																		
C6JWY7	C6JWY7_ANOGA	Anopheles gambiae												7165.AGAP003143-PA;						
C6K1T3	C6K1T3_ANOGA	Anopheles gambiae												7165.AGAP007713-PA;						
B2FWR7	B2FWR7_ANOGA	Anopheles gambiae												7165.AGAP004920-PA;						
B2C7H1	B2C7H1_ANOGA	Anopheles gambiae																		
B2FWS0	B2FWS0_ANOGA	Anopheles gambiae												7165.AGAP004920-PA;						
B2FZC4	B2FZC4_ANOGA	Anopheles gambiae												7165.AGAP011326-PA;						
B2G2K9	B2G2K9_ANOGA	Anopheles gambiae												7165.AGAP008364-PA;						
L7T3J8	L7T3J8_ANOGA	Anopheles gambiae												7165.AGAP007060-PA;						
B2G120	B2G120_ANOGA	Anopheles gambiae												7165.AGAP006632-PA;						
A5A203	A5A203_ANOGA	Anopheles gambiae												7165.AGAP005540-PA;						
B2FYW7	B2FYW7_ANOGA	Anopheles gambiae												7165.AGAP010833-PA;						
D3KAG8	D3KAG8_ANOGA	Anopheles gambiae																		
L7RNA7	L7RNA7_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
B6CA25	B6CA25_ANOGA	Anopheles gambiae																		
D2SUA5	D2SUA5_ANOGA	Anopheles gambiae												7165.AGAP006343-PA;						
Q7PI45	Q7PI45_ANOGA	Anopheles gambiae												7165.AGAP001053-PA;						
C6K1R6	C6K1R6_ANOGA	Anopheles gambiae												7165.AGAP007713-PA;						
J3W834	J3W834_ANOGA	Anopheles gambiae																		
C6JWY6	C6JWY6_ANOGA	Anopheles gambiae												7165.AGAP003143-PA;						
D2STP9	D2STP9_ANOGA	Anopheles gambiae												7165.AGAP006343-PA;						
G8I2G7	G8I2G7_ANOGA	Anopheles gambiae																		
A3E800	A3E800_ANOGA	Anopheles gambiae							A3E800;					7165.AGAP004904-PA;						
A6MCV4	A6MCV4_ANOGA	Anopheles gambiae						A6MCV4;												
L7RNZ0	L7RNZ0_ANOGA	Anopheles gambiae																		
B2FY44	B2FY44_ANOGA	Anopheles gambiae												7165.AGAP009221-PA;						
C6JWS9	C6JWS9_ANOGA	Anopheles gambiae												7165.AGAP001388-PA;						
L7RH78	L7RH78_ANOGA	Anopheles gambiae																		
C6JWZ9	C6JWZ9_ANOGA	Anopheles gambiae												7165.AGAP003143-PA;						
D3KAC4	D3KAC4_ANOGA	Anopheles gambiae												7165.AGAP002857-PA;						
F2YBI4	F2YBI4_ANOGA	Anopheles gambiae																		
Q5PTB3	Q5PTB3_ANOGA	Anopheles gambiae						Q5PTB3;						7165.AGAP004707-PA;						
Q6VAX1	Q6VAX1_ANOGA	Anopheles gambiae						Q6VAX1;						7165.AGAP011503-PA;						
F2Y0H6	F2Y0H6_ANOGA	Anopheles gambiae																		
B6CA23	B6CA23_ANOGA	Anopheles gambiae																		
B2G180	B2G180_ANOGA	Anopheles gambiae						B2G180;						7165.AGAP007050-PA;						
D2STQ4	D2STQ4_ANOGA	Anopheles gambiae												7165.AGAP006343-PA;						
D2SU83	D2SU83_ANOGA	Anopheles gambiae												7165.AGAP006343-PA;						
L7RMU8	L7RMU8_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
L7RPD6	L7RPD6_ANOGA	Anopheles gambiae												7165.AGAP006421-PA;						
L7RKB4	L7RKB4_ANOGA	Anopheles gambiae												7165.AGAP006421-PA;						
C6K1R7	C6K1R7_ANOGA	Anopheles gambiae												7165.AGAP007713-PA;						
Q5PTD7	Q5PTD7_ANOGA	Anopheles gambiae						Q5PTD7;						7165.AGAP004707-PA;						
Q5PTB5	Q5PTB5_ANOGA	Anopheles gambiae						Q5PTB5;						7165.AGAP004707-PA;						
Q1W3P2	Q1W3P2_ANOGA	Anopheles gambiae																		
F5HL29	F5HL29_ANOGA	Anopheles gambiae												7165.AGAP004107-PA;						
C0L2P4	C0L2P4_ANOGA	Anopheles gambiae																		
B2G012	B2G012_ANOGA	Anopheles gambiae												7165.AGAP000994-PA;						
B2FWT0	B2FWT0_ANOGA	Anopheles gambiae												7165.AGAP004920-PA;						
L7RJ88	L7RJ88_ANOGA	Anopheles gambiae												7165.AGAP006421-PA;						
L7T3J6	L7T3J6_ANOGA	Anopheles gambiae												7165.AGAP007060-PA;						
L7RRX2	L7RRX2_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
F2YBD5	F2YBD5_ANOGA	Anopheles gambiae																		
L7RL53	L7RL53_ANOGA	Anopheles gambiae																		
Q7QJ35	Q7QJ35_ANOGA	Anopheles gambiae												7165.AGAP007247-PA;						
B6CA10	B6CA10_ANOGA	Anopheles gambiae																		
J3Z5T5	J3Z5T5_ANOGA	Anopheles gambiae																		
F2Y0G8	F2Y0G8_ANOGA	Anopheles gambiae																		
L7T446	L7T446_ANOGA	Anopheles gambiae												7165.AGAP007060-PA;						
B2FXG9	B2FXG9_ANOGA	Anopheles gambiae						B2FXG9;						7165.AGAP006747-PA;						
B2G1P1	B2G1P1_ANOGA	Anopheles gambiae																		
B2G112	B2G112_ANOGA	Anopheles gambiae												7165.AGAP006632-PA;						
L7RR70	L7RR70_ANOGA	Anopheles gambiae																		
M0QSD1	M0QSD1_ANOGA	Anopheles gambiae																		
L7T792	L7T792_ANOGA	Anopheles gambiae																		
Q6VFC5	Q6VFC5_ANOGA	Anopheles gambiae						Q6VFC5;						7165.AGAP012938-PA;						
A5A206	A5A206_ANOGA	Anopheles gambiae												7165.AGAP005540-PA;						
Q7YSW4	Q7YSW4_ANOGA	Anopheles gambiae						Q7YSW4;						7165.AGAP007918-PA;						
L7RN31	L7RN31_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
Q6VPM9	Q6VPM9_ANOGA	Anopheles gambiae						Q6VPM9;						7165.AGAP010233-PA;						
Q5PTA3	Q5PTA3_ANOGA	Anopheles gambiae						Q5PTA3;						7165.AGAP004707-PA;						
Q66RC1	Q66RC1_ANOGA	Anopheles gambiae												7165.AGAP004707-PA;						
G8I2F3	G8I2F3_ANOGA	Anopheles gambiae																		
A4GSC4	A4GSC4_ANOGA	Anopheles gambiae						A4GSC4;						7165.AGAP002634-PA;					SUBUNIT: Homodimer; disulfide-linked. {ECO:0000256|RuleBase:RU341113}.	
L7T3N3	L7T3N3_ANOGA	Anopheles gambiae												7165.AGAP007060-PA;						
Q5PTC1	Q5PTC1_ANOGA	Anopheles gambiae						Q5PTC1;						7165.AGAP004707-PA;						
Q7YSW1	Q7YSW1_ANOGA	Anopheles gambiae						Q7YSW1;						7165.AGAP007918-PA;						
Q1W3I9	Q1W3I9_ANOGA	Anopheles gambiae																		
L7ZGW9	L7ZGW9_ANOGA	Anopheles gambiae																		
L7T3K3	L7T3K3_ANOGA	Anopheles gambiae																		
B2FZD2	B2FZD2_ANOGA	Anopheles gambiae												7165.AGAP011326-PA;						
L7T6H0	L7T6H0_ANOGA	Anopheles gambiae																		
L7ZF80	L7ZF80_ANOGA	Anopheles gambiae																		
Q4JJX3	Q4JJX3_ANOGA	Anopheles gambiae												7165.AGAP002656-PA;						
Q5PTD1	Q5PTD1_ANOGA	Anopheles gambiae						Q5PTD1;						7165.AGAP004707-PA;						
L7RQL2	L7RQL2_ANOGA	Anopheles gambiae																		
L7RGZ6	L7RGZ6_ANOGA	Anopheles gambiae																		
Q5PTX1	Q5PTX1_ANOGA	Anopheles gambiae																		
A4GSG8	A4GSG8_ANOGA	Anopheles gambiae																		
L7RQD8	L7RQD8_ANOGA	Anopheles gambiae																		
L7RSZ6	L7RSZ6_ANOGA	Anopheles gambiae												7165.AGAP006974-PA;						
L7T675	L7T675_ANOGA	Anopheles gambiae												7165.AGAP007035-PA;						
D3KAM8	D3KAM8_ANOGA	Anopheles gambiae												7165.AGAP012352-PA;						
A5A1G2	A5A1G2_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
A5A1Z5	A5A1Z5_ANOGA	Anopheles gambiae												7165.AGAP005540-PA;						
B2FZD4	B2FZD4_ANOGA	Anopheles gambiae												7165.AGAP011326-PA;						
Q7PTL9	Q7PTL9_ANOGA	Anopheles gambiae												7165.AGAP002152-PA;						
Q6VAU9	Q6VAU9_ANOGA	Anopheles gambiae																		
L7RNI4	L7RNI4_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
L7RN81	L7RN81_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
Q4JJV5	Q4JJV5_ANOGA	Anopheles gambiae												7165.AGAP002656-PA;						
A5A1G3	A5A1G3_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
L7RRY2	L7RRY2_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
Q8ST98	Q8ST98_ANOGA	Anopheles gambiae																		
L7RT16	L7RT16_ANOGA	Anopheles gambiae												7165.AGAP006974-PA;						
A4GSE1	A4GSE1_ANOGA	Anopheles gambiae																		
L7T668	L7T668_ANOGA	Anopheles gambiae																		
D3KAN7	D3KAN7_ANOGA	Anopheles gambiae												7165.AGAP012352-PA;						
Q7Q5N9	Q7Q5N9_ANOGA	Anopheles gambiae												7165.AGAP006342-PA;						
A5A1U8	A5A1U8_ANOGA	Anopheles gambiae																		
L7RHD4	L7RHD4_ANOGA	Anopheles gambiae																		
